time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),rain (mm),wind_speed_10m (km/h)
3/25/2025 03:00:00 AM,25.4,75.0,29.1,0.0,3.6
3/25/2025 04:00:00 AM,25.1,78.0,28.7,0.0,4.7
3/25/2025 05:00:00 AM,24.9,78.0,28.2,0.0,7.2
3/25/2025 06:00:00 AM,24.4,80.0,27.5,0.0,7.9
3/25/2025 07:00:00 AM,25.6,74.0,28.9,0.0,5.5
3/25/2025 08:00:00 AM,27.3,66.0,30.6,0.0,5.9
3/25/2025 09:00:00 AM,29.3,58.0,32.1,0.0,8.7
3/25/2025 10:00:00 AM,30.6,55.0,34.4,0.0,5.5
3/25/2025 11:00:00 AM,32.7,49.0,37.5,0.0,5.0
3/25/2025 12:00:00 PM,32.2,51.0,35.8,0.0,5.2
3/25/2025 01:00:00 PM,34.0,46.0,39.2,0.1,4.2
3/25/2025 02:00:00 PM,34.2,45.0,38.2,0.0,7.4
3/25/2025 03:00:00 PM,33.9,47.0,37.3,0.1,8.3
3/25/2025 04:00:00 PM,32.9,50.0,36.0,0.4,8.9
3/25/2025 05:00:00 PM,31.2,58.0,34.8,0.3,7.9
3/25/2025 06:00:00 PM,30.9,58.0,34.9,0.0,4.6
3/25/2025 07:00:00 PM,29.0,68.0,32.7,0.1,10.5
3/25/2025 08:00:00 PM,27.4,75.0,31.5,0.3,7.7
3/25/2025 09:00:00 PM,24.2,94.0,28.7,2.3,8.0
3/25/2025 10:00:00 PM,25.1,91.0,30.0,0.1,6.2
3/25/2025 11:00:00 PM,25.2,90.0,30.4,0.0,4.0
3/26/2025 12:00:00 AM,25.0,90.0,30.1,0.0,3.3
3/26/2025 01:00:00 AM,25.1,87.0,29.4,0.0,7.2
3/26/2025 02:00:00 AM,24.6,87.0,28.4,0.0,8.9
3/26/2025 03:00:00 AM,24.5,87.0,28.6,0.0,6.2
3/26/2025 04:00:00 AM,24.1,88.0,28.2,0.0,6.1
3/26/2025 05:00:00 AM,23.6,91.0,27.4,0.0,7.0
3/26/2025 06:00:00 AM,23.5,90.0,27.6,0.0,4.8
3/26/2025 07:00:00 AM,25.1,85.0,29.8,0.0,3.2
3/26/2025 08:00:00 AM,26.8,77.0,31.7,0.0,1.5
3/26/2025 09:00:00 AM,28.9,66.0,33.3,0.0,3.1
3/26/2025 10:00:00 AM,30.4,59.0,35.8,0.0,3.9
3/26/2025 11:00:00 AM,32.1,52.0,37.9,0.0,5.6
3/26/2025 12:00:00 PM,33.9,44.0,39.1,0.0,8.1
3/26/2025 01:00:00 PM,34.7,40.0,38.9,0.0,6.6
3/26/2025 02:00:00 PM,34.8,39.0,38.1,0.0,7.7
3/26/2025 03:00:00 PM,34.9,39.0,36.8,0.0,12.8
3/26/2025 04:00:00 PM,34.4,41.0,35.9,0.0,13.6
3/26/2025 05:00:00 PM,33.2,42.0,34.8,0.0,11.3
3/26/2025 06:00:00 PM,31.5,51.0,33.4,0.0,13.8
3/26/2025 07:00:00 PM,30.1,58.0,32.1,0.0,15.6
3/26/2025 08:00:00 PM,29.4,63.0,32.2,0.0,12.3
3/26/2025 09:00:00 PM,29.0,64.0,33.2,0.0,3.5
3/26/2025 10:00:00 PM,28.0,68.0,31.4,0.0,9.1
3/26/2025 11:00:00 PM,27.3,71.0,31.1,0.0,6.3
3/27/2025 12:00:00 AM,26.9,72.0,30.7,0.0,5.9
3/27/2025 01:00:00 AM,26.5,74.0,30.4,0.0,4.6
3/27/2025 02:00:00 AM,26.2,75.0,30.1,0.0,5.0
3/27/2025 03:00:00 AM,25.8,78.0,29.8,0.0,5.5
3/27/2025 04:00:00 AM,25.5,81.0,29.7,0.0,4.7
3/27/2025 05:00:00 AM,25.4,82.0,29.8,0.0,3.9
3/27/2025 06:00:00 AM,25.2,83.0,30.0,0.0,1.5
3/27/2025 07:00:00 AM,27.0,72.0,31.7,0.0,0.2
3/27/2025 08:00:00 AM,28.2,68.0,32.6,0.0,2.4
3/27/2025 09:00:00 AM,30.3,60.0,34.2,0.0,5.6
3/27/2025 10:00:00 AM,31.1,58.0,35.4,0.5,8.8
3/27/2025 11:00:00 AM,32.0,56.0,37.4,0.5,6.8
3/27/2025 12:00:00 PM,33.1,53.0,38.9,0.4,6.2
3/27/2025 01:00:00 PM,34.1,49.0,38.9,0.0,6.8
3/27/2025 02:00:00 PM,34.3,48.0,38.8,0.1,8.4
3/27/2025 03:00:00 PM,33.5,50.0,37.9,0.0,5.8
3/27/2025 04:00:00 PM,29.5,71.0,33.9,0.8,10.6
3/27/2025 05:00:00 PM,28.9,70.0,33.5,0.3,6.1
3/27/2025 06:00:00 PM,27.8,75.0,33.1,0.4,1.1
3/27/2025 07:00:00 PM,27.6,77.0,32.9,0.1,2.3
3/27/2025 08:00:00 PM,27.5,81.0,33.0,0.0,3.0
3/27/2025 09:00:00 PM,27.5,79.0,32.6,0.0,4.8
3/27/2025 10:00:00 PM,27.5,79.0,32.9,0.0,2.6
3/27/2025 11:00:00 PM,27.2,83.0,33.0,0.0,2.7
3/28/2025 12:00:00 AM,26.9,86.0,32.2,0.0,7.2
3/28/2025 01:00:00 AM,26.3,89.0,31.3,0.0,8.5
3/28/2025 02:00:00 AM,25.9,89.0,30.9,0.0,7.0
3/28/2025 03:00:00 AM,25.6,88.0,30.4,0.0,7.0
3/28/2025 04:00:00 AM,25.5,87.0,30.0,0.0,7.2
3/28/2025 05:00:00 AM,25.4,85.0,29.8,0.0,6.8
3/28/2025 06:00:00 AM,25.3,85.0,29.8,0.0,5.5
3/28/2025 07:00:00 AM,26.4,80.0,30.9,0.0,5.0
3/28/2025 08:00:00 AM,28.0,72.0,32.8,0.0,2.4
3/28/2025 09:00:00 AM,29.9,62.0,34.1,0.0,4.4
3/28/2025 10:00:00 AM,31.5,55.0,36.3,0.0,7.1
3/28/2025 11:00:00 AM,32.7,51.0,37.8,0.0,8.4
3/28/2025 12:00:00 PM,33.9,48.0,39.4,0.0,9.1
3/28/2025 01:00:00 PM,35.0,44.0,40.0,0.0,10.9
3/28/2025 02:00:00 PM,35.8,41.0,40.2,0.0,10.8
3/28/2025 03:00:00 PM,31.7,56.0,35.2,0.7,12.4
3/28/2025 04:00:00 PM,32.1,56.0,35.6,0.3,10.2
3/28/2025 05:00:00 PM,26.2,86.0,30.7,8.2,9.3
3/28/2025 06:00:00 PM,25.9,88.0,30.9,1.0,5.8
3/28/2025 07:00:00 PM,26.1,85.0,31.5,0.3,2.2
3/28/2025 08:00:00 PM,25.9,89.0,31.0,0.2,6.7
3/28/2025 09:00:00 PM,26.5,86.0,31.1,0.0,10.8
3/28/2025 10:00:00 PM,26.3,86.0,31.0,0.0,8.6
3/28/2025 11:00:00 PM,26.1,86.0,30.7,0.0,7.7
3/29/2025 12:00:00 AM,25.9,85.0,30.6,0.0,6.8
3/29/2025 01:00:00 AM,26.0,84.0,30.7,0.0,5.6
3/29/2025 02:00:00 AM,25.6,85.0,30.1,0.0,6.3
3/29/2025 03:00:00 AM,25.2,88.0,29.6,0.0,6.8
3/29/2025 04:00:00 AM,24.7,90.0,29.3,0.0,5.8
3/29/2025 05:00:00 AM,24.7,89.0,29.2,0.0,5.5
3/29/2025 06:00:00 AM,24.9,88.0,29.7,0.0,3.9
3/29/2025 07:00:00 AM,25.8,84.0,30.7,0.0,4.0
3/29/2025 08:00:00 AM,26.5,82.0,31.4,0.1,4.3
3/29/2025 09:00:00 AM,27.7,80.0,32.6,0.2,7.1
3/29/2025 10:00:00 AM,29.0,72.0,32.7,0.0,13.7
3/29/2025 11:00:00 AM,29.9,66.0,33.0,0.0,18.6
3/29/2025 12:00:00 PM,30.5,62.0,33.9,0.0,17.8
3/29/2025 01:00:00 PM,30.5,61.0,33.3,0.0,18.6
3/29/2025 02:00:00 PM,30.4,61.0,33.2,0.1,15.5
3/29/2025 03:00:00 PM,30.3,60.0,32.7,0.0,15.7
3/29/2025 04:00:00 PM,29.7,63.0,32.3,0.1,15.5
3/29/2025 05:00:00 PM,29.0,65.0,31.9,0.0,13.0
3/29/2025 06:00:00 PM,27.7,72.0,31.0,0.0,11.7
3/29/2025 07:00:00 PM,26.5,77.0,30.3,0.0,8.2
3/29/2025 08:00:00 PM,26.1,79.0,30.1,0.0,6.5
3/29/2025 09:00:00 PM,26.4,79.0,31.0,0.0,4.5
3/29/2025 10:00:00 PM,26.1,82.0,31.0,0.0,3.1
3/29/2025 11:00:00 PM,26.0,82.0,30.8,0.0,3.4
3/30/2025 12:00:00 AM,25.7,85.0,30.7,0.0,2.9
3/30/2025 01:00:00 AM,25.4,85.0,30.3,0.0,2.6
3/30/2025 02:00:00 AM,25.2,86.0,30.1,0.0,2.6
3/30/2025 03:00:00 AM,24.9,86.0,29.7,0.0,1.6
3/30/2025 04:00:00 AM,24.8,85.0,29.7,0.0,0.4
3/30/2025 05:00:00 AM,24.6,86.0,29.5,0.0,0.6
3/30/2025 06:00:00 AM,24.3,88.0,28.9,0.0,2.4
3/30/2025 07:00:00 AM,25.9,81.0,30.7,0.0,2.7
3/30/2025 08:00:00 AM,26.9,77.0,31.1,0.0,6.6
3/30/2025 09:00:00 AM,28.8,69.0,33.4,0.0,3.9
3/30/2025 10:00:00 AM,30.3,62.0,34.9,0.0,9.4
3/30/2025 11:00:00 AM,31.2,56.0,34.8,0.0,13.7
3/30/2025 12:00:00 PM,32.1,54.0,36.1,0.1,16.6
3/30/2025 01:00:00 PM,31.9,53.0,35.6,0.0,15.9
3/30/2025 02:00:00 PM,31.0,57.0,33.6,0.2,16.6
3/30/2025 03:00:00 PM,31.8,54.0,34.5,0.0,14.1
3/30/2025 04:00:00 PM,30.9,56.0,34.0,0.0,9.6
3/30/2025 05:00:00 PM,30.1,59.0,33.1,0.0,9.4
3/30/2025 06:00:00 PM,28.6,65.0,32.1,0.0,7.4
3/30/2025 07:00:00 PM,27.4,76.0,32.1,0.0,4.1
3/30/2025 08:00:00 PM,27.1,74.0,31.2,0.0,5.7
3/30/2025 09:00:00 PM,26.1,80.0,30.7,0.0,3.2
3/30/2025 10:00:00 PM,26.1,78.0,30.8,0.0,1.0
3/30/2025 11:00:00 PM,26.1,76.0,30.6,0.0,0.8
3/31/2025 12:00:00 AM,26.1,73.0,30.3,0.0,0.4
3/31/2025 01:00:00 AM,25.9,73.0,30.0,0.0,1.0
3/31/2025 02:00:00 AM,25.3,76.0,29.5,0.0,0.8
3/31/2025 03:00:00 AM,25.0,79.0,29.3,0.0,0.9
3/31/2025 04:00:00 AM,24.8,80.0,29.2,0.0,0.2
3/31/2025 05:00:00 AM,24.3,84.0,28.4,0.0,3.3
3/31/2025 06:00:00 AM,24.4,84.0,28.4,0.0,4.4
3/31/2025 07:00:00 AM,25.5,81.0,29.7,0.0,4.4
3/31/2025 08:00:00 AM,26.6,77.0,31.1,0.0,3.2
3/31/2025 09:00:00 AM,28.2,71.0,32.8,0.0,3.9
3/31/2025 10:00:00 AM,29.8,64.0,35.2,0.0,6.0
3/31/2025 11:00:00 AM,31.2,60.0,37.5,0.0,6.8
3/31/2025 12:00:00 PM,32.3,56.0,38.4,0.0,8.2
3/31/2025 01:00:00 PM,30.1,63.0,34.7,0.8,16.0
3/31/2025 02:00:00 PM,29.9,66.0,35.0,1.0,2.4
3/31/2025 03:00:00 PM,30.6,64.0,35.9,0.1,5.3
3/31/2025 04:00:00 PM,29.0,71.0,34.1,0.0,2.7
3/31/2025 05:00:00 PM,29.1,70.0,34.4,0.0,1.1
3/31/2025 06:00:00 PM,28.3,78.0,34.2,0.0,1.8
3/31/2025 07:00:00 PM,27.8,78.0,33.1,0.0,4.3
3/31/2025 08:00:00 PM,27.2,76.0,31.2,0.0,8.0
3/31/2025 09:00:00 PM,27.4,80.0,32.5,0.0,5.8
3/31/2025 10:00:00 PM,26.7,84.0,31.7,0.0,5.8
3/31/2025 11:00:00 PM,26.2,86.0,31.3,0.0,5.6
4/1/2025 12:00:00 AM,25.7,88.0,30.8,0.0,5.6
4/1/2025 01:00:00 AM,25.3,90.0,30.5,0.0,3.5
4/1/2025 02:00:00 AM,25.0,91.0,30.3,0.0,3.0
4/1/2025 03:00:00 AM,24.9,89.0,29.6,0.0,6.2
4/1/2025 04:00:00 AM,24.9,87.0,29.3,0.0,5.9
4/1/2025 05:00:00 AM,24.6,88.0,28.2,0.0,10.2
4/1/2025 06:00:00 AM,24.2,93.0,28.0,0.0,11.3
4/1/2025 07:00:00 AM,24.7,91.0,28.8,0.0,9.9
4/1/2025 08:00:00 AM,26.4,84.0,30.9,0.0,8.3
4/1/2025 09:00:00 AM,28.3,74.0,32.7,0.0,8.1
4/1/2025 10:00:00 AM,29.8,67.0,34.8,0.1,8.6
4/1/2025 11:00:00 AM,30.8,63.0,36.3,0.1,8.5
4/1/2025 12:00:00 PM,31.6,61.0,37.8,0.1,6.7
4/1/2025 01:00:00 PM,32.3,58.0,38.3,0.0,7.7
4/1/2025 02:00:00 PM,33.2,55.0,38.8,0.0,8.1
4/1/2025 03:00:00 PM,33.8,52.0,37.7,0.0,8.1
4/1/2025 04:00:00 PM,26.7,82.0,31.1,8.9,8.0
4/1/2025 05:00:00 PM,26.4,83.0,31.6,0.9,2.8
4/1/2025 06:00:00 PM,26.4,82.0,31.4,0.5,4.1
4/1/2025 07:00:00 PM,25.9,87.0,31.3,0.1,3.3
4/1/2025 08:00:00 PM,26.0,86.0,30.8,0.0,6.9
4/1/2025 09:00:00 PM,27.0,85.0,32.4,0.9,6.0
4/1/2025 10:00:00 PM,26.3,88.0,31.3,0.1,8.3
4/1/2025 11:00:00 PM,25.9,88.0,30.9,0.1,6.0
4/2/2025 12:00:00 AM,25.5,89.0,30.6,0.0,4.7
4/2/2025 01:00:00 AM,25.4,88.0,30.4,0.0,4.4
4/2/2025 02:00:00 AM,25.0,90.0,29.9,0.0,5.2
4/2/2025 03:00:00 AM,25.0,90.0,30.1,0.0,4.0
4/2/2025 04:00:00 AM,24.9,88.0,29.7,0.0,3.8
4/2/2025 05:00:00 AM,24.9,88.0,29.6,0.0,4.2
4/2/2025 06:00:00 AM,24.7,88.0,29.2,0.0,5.2
4/2/2025 07:00:00 AM,25.6,86.0,30.2,0.0,6.0
4/2/2025 08:00:00 AM,26.8,79.0,31.3,0.0,6.5
4/2/2025 09:00:00 AM,28.4,71.0,32.7,0.1,6.0
4/2/2025 10:00:00 AM,29.3,66.0,33.5,0.2,5.8
4/2/2025 11:00:00 AM,30.5,62.0,36.2,0.3,5.4
4/2/2025 12:00:00 PM,31.1,63.0,38.1,0.0,3.1
4/2/2025 01:00:00 PM,32.0,59.0,38.2,0.0,3.6
4/2/2025 02:00:00 PM,31.4,58.0,34.0,0.0,17.0
4/2/2025 03:00:00 PM,29.8,65.0,33.8,0.2,8.1
4/2/2025 04:00:00 PM,30.1,64.0,34.6,0.0,4.7
4/2/2025 05:00:00 PM,29.0,69.0,32.6,0.1,11.5
4/2/2025 06:00:00 PM,28.2,74.0,32.4,0.0,9.3
4/2/2025 07:00:00 PM,27.4,79.0,31.9,0.0,8.8
4/2/2025 08:00:00 PM,26.9,82.0,31.3,0.0,9.1
4/2/2025 09:00:00 PM,26.8,82.0,31.4,0.0,7.3
4/2/2025 10:00:00 PM,26.4,84.0,31.0,0.0,8.3
4/2/2025 11:00:00 PM,26.0,86.0,30.3,0.0,9.6
4/3/2025 12:00:00 AM,25.3,89.0,29.6,0.0,9.7
4/3/2025 01:00:00 AM,25.0,91.0,29.1,0.0,11.1
4/3/2025 02:00:00 AM,24.6,91.0,28.2,0.0,13.1
4/3/2025 03:00:00 AM,24.4,89.0,28.0,0.0,10.9
4/3/2025 04:00:00 AM,24.4,88.0,28.3,0.0,8.5
4/3/2025 05:00:00 AM,24.0,91.0,28.3,0.0,5.5
4/3/2025 06:00:00 AM,23.7,92.0,28.1,0.0,5.2
4/3/2025 07:00:00 AM,25.6,85.0,30.2,0.0,5.2
4/3/2025 08:00:00 AM,26.9,78.0,31.5,0.0,5.6
4/3/2025 09:00:00 AM,29.0,69.0,33.4,0.0,6.2
4/3/2025 10:00:00 AM,30.4,62.0,35.3,0.1,7.3
4/3/2025 11:00:00 AM,31.2,59.0,36.1,0.3,8.1
4/3/2025 12:00:00 PM,31.9,57.0,37.3,0.2,8.0
4/3/2025 01:00:00 PM,32.9,55.0,39.1,0.0,8.0
4/3/2025 02:00:00 PM,33.0,54.0,37.9,0.0,8.5
4/3/2025 03:00:00 PM,32.5,56.0,36.7,0.0,7.9
4/3/2025 04:00:00 PM,30.0,65.0,34.8,0.5,3.9
4/3/2025 05:00:00 PM,26.3,82.0,29.7,2.1,14.1
4/3/2025 06:00:00 PM,26.6,79.0,30.9,0.1,7.0
4/3/2025 07:00:00 PM,26.5,83.0,31.1,0.0,7.5
4/3/2025 08:00:00 PM,26.0,85.0,30.2,0.0,9.3
4/3/2025 09:00:00 PM,26.9,80.0,31.3,0.0,8.3
4/3/2025 10:00:00 PM,26.5,84.0,31.9,0.0,3.2
4/3/2025 11:00:00 PM,26.2,87.0,31.9,0.0,2.7
4/4/2025 12:00:00 AM,25.9,88.0,31.3,0.0,3.4
4/4/2025 01:00:00 AM,25.7,87.0,30.4,0.0,6.8
4/4/2025 02:00:00 AM,25.3,87.0,29.5,0.0,8.2
4/4/2025 03:00:00 AM,25.1,88.0,29.3,0.0,7.8
4/4/2025 04:00:00 AM,24.9,88.0,29.3,0.0,7.1
4/4/2025 05:00:00 AM,24.6,89.0,29.0,0.0,6.4
4/4/2025 06:00:00 AM,24.3,91.0,28.7,0.0,6.1
4/4/2025 07:00:00 AM,25.4,85.0,29.9,0.0,5.2
4/4/2025 08:00:00 AM,26.8,77.0,31.6,0.0,1.8
4/4/2025 09:00:00 AM,28.8,68.0,32.8,0.0,7.6
4/4/2025 10:00:00 AM,30.3,61.0,34.7,0.1,8.8
4/4/2025 11:00:00 AM,31.6,56.0,36.7,0.1,8.6
4/4/2025 12:00:00 PM,32.2,52.0,36.8,0.1,9.0
4/4/2025 01:00:00 PM,33.2,48.0,37.9,0.1,10.9
4/4/2025 02:00:00 PM,33.4,48.0,37.7,0.2,10.6
4/4/2025 03:00:00 PM,32.9,50.0,36.7,0.3,9.4
4/4/2025 04:00:00 PM,32.6,51.0,35.5,0.0,10.1
4/4/2025 05:00:00 PM,30.3,60.0,33.2,0.1,12.0
4/4/2025 06:00:00 PM,29.6,63.0,33.0,0.0,9.4
4/4/2025 07:00:00 PM,28.4,69.0,32.2,0.0,8.2
4/4/2025 08:00:00 PM,27.5,75.0,32.1,0.0,4.1
4/4/2025 09:00:00 PM,27.6,76.0,32.6,0.0,3.3
4/4/2025 10:00:00 PM,27.1,82.0,32.8,0.0,1.8
4/4/2025 11:00:00 PM,26.6,83.0,32.2,0.0,1.1
4/5/2025 12:00:00 AM,26.1,85.0,31.5,0.0,2.2
4/5/2025 01:00:00 AM,25.9,84.0,30.5,0.0,5.6
4/5/2025 02:00:00 AM,25.1,86.0,29.1,0.0,8.7
4/5/2025 03:00:00 AM,24.6,87.0,28.2,0.0,10.3
4/5/2025 04:00:00 AM,24.5,88.0,28.2,0.0,9.7
4/5/2025 05:00:00 AM,24.4,88.0,28.1,0.0,9.8
4/5/2025 06:00:00 AM,24.2,88.0,27.8,0.0,9.2
4/5/2025 07:00:00 AM,25.7,80.0,29.3,0.0,8.3
4/5/2025 08:00:00 AM,27.3,72.0,31.1,0.0,7.4
4/5/2025 09:00:00 AM,29.8,64.0,34.0,0.0,5.7
4/5/2025 10:00:00 AM,31.1,58.0,36.2,0.0,6.4
4/5/2025 11:00:00 AM,31.9,56.0,37.3,0.0,5.3
4/5/2025 12:00:00 PM,32.7,53.0,37.8,0.0,5.3
4/5/2025 01:00:00 PM,33.4,50.0,38.3,0.0,3.2
4/5/2025 02:00:00 PM,31.7,56.0,35.3,0.3,12.1
4/5/2025 03:00:00 PM,30.8,59.0,34.4,0.6,9.4
4/5/2025 04:00:00 PM,30.5,60.0,34.3,0.0,7.1
4/5/2025 05:00:00 PM,29.9,63.0,34.1,0.1,5.5
4/5/2025 06:00:00 PM,28.3,70.0,32.1,0.0,8.7
4/5/2025 07:00:00 PM,26.2,78.0,29.8,0.1,9.5
4/5/2025 08:00:00 PM,25.7,81.0,30.4,0.2,2.2
4/5/2025 09:00:00 PM,27.9,72.0,32.5,0.0,4.1
4/5/2025 10:00:00 PM,27.6,74.0,32.2,0.0,4.3
4/5/2025 11:00:00 PM,27.2,76.0,31.8,0.0,4.6
4/6/2025 12:00:00 AM,26.5,79.0,30.8,0.0,7.2
4/6/2025 01:00:00 AM,25.9,82.0,29.9,0.0,7.8
4/6/2025 02:00:00 AM,25.5,83.0,29.6,0.0,6.6
4/6/2025 03:00:00 AM,25.2,83.0,29.2,0.0,7.3
4/6/2025 04:00:00 AM,24.8,85.0,28.5,0.0,8.5
4/6/2025 05:00:00 AM,24.5,87.0,28.2,0.0,8.5
4/6/2025 06:00:00 AM,24.3,87.0,28.1,0.0,8.1
4/6/2025 07:00:00 AM,26.0,79.0,29.9,0.0,7.9
4/6/2025 08:00:00 AM,27.9,71.0,31.7,0.0,7.6
4/6/2025 09:00:00 AM,30.1,61.0,33.8,0.0,6.5
4/6/2025 10:00:00 AM,31.5,55.0,36.0,0.0,5.5
4/6/2025 11:00:00 AM,33.4,48.0,39.2,0.0,4.5
4/6/2025 12:00:00 PM,34.8,44.0,40.2,0.0,6.3
4/6/2025 01:00:00 PM,35.6,41.0,40.8,0.0,7.8
4/6/2025 02:00:00 PM,35.9,40.0,40.4,0.0,8.7
4/6/2025 03:00:00 PM,35.4,42.0,39.0,0.0,9.7
4/6/2025 04:00:00 PM,31.9,55.0,35.6,0.8,6.5
4/6/2025 05:00:00 PM,31.6,54.0,35.2,0.1,5.3
4/6/2025 06:00:00 PM,29.8,60.0,33.3,0.2,6.2
4/6/2025 07:00:00 PM,25.5,87.0,29.2,1.2,12.4
4/6/2025 08:00:00 PM,25.7,84.0,29.7,0.6,9.2
4/6/2025 09:00:00 PM,26.9,79.0,31.4,0.1,6.1
4/6/2025 10:00:00 PM,26.9,79.0,31.5,0.0,5.9
4/6/2025 11:00:00 PM,26.9,77.0,31.0,0.0,7.2
4/7/2025 12:00:00 AM,26.4,79.0,30.6,0.0,6.7
4/7/2025 01:00:00 AM,25.6,85.0,30.1,0.0,6.1
4/7/2025 02:00:00 AM,25.1,88.0,29.6,0.0,6.8
4/7/2025 03:00:00 AM,24.9,90.0,29.6,0.0,6.2
4/7/2025 04:00:00 AM,24.7,92.0,29.4,0.0,6.5
4/7/2025 05:00:00 AM,24.7,92.0,29.4,0.0,5.9
4/7/2025 06:00:00 AM,24.8,91.0,29.4,0.0,6.3
4/7/2025 07:00:00 AM,26.2,83.0,31.2,0.0,3.9
4/7/2025 08:00:00 AM,28.0,71.0,32.8,0.0,1.7
4/7/2025 09:00:00 AM,29.7,62.0,34.0,0.0,3.8
4/7/2025 10:00:00 AM,31.4,55.0,36.5,0.0,4.9
4/7/2025 11:00:00 AM,32.9,49.0,38.6,0.0,5.0
4/7/2025 12:00:00 PM,34.7,42.0,39.8,0.0,7.8
4/7/2025 01:00:00 PM,35.9,37.0,39.8,0.0,11.5
4/7/2025 02:00:00 PM,35.9,38.0,39.0,0.0,11.8
4/7/2025 03:00:00 PM,35.3,40.0,38.0,0.0,10.7
4/7/2025 04:00:00 PM,34.8,41.0,36.9,0.0,11.1
4/7/2025 05:00:00 PM,33.2,47.0,35.4,0.0,12.6
4/7/2025 06:00:00 PM,31.4,54.0,33.6,0.0,14.3
4/7/2025 07:00:00 PM,29.0,66.0,31.9,0.0,13.9
4/7/2025 08:00:00 PM,28.5,69.0,32.3,0.0,8.1
4/7/2025 09:00:00 PM,29.0,67.0,33.4,0.0,3.8
4/7/2025 10:00:00 PM,28.5,69.0,32.7,0.0,5.4
4/7/2025 11:00:00 PM,27.7,73.0,31.5,0.0,8.7
4/8/2025 12:00:00 AM,27.0,75.0,30.7,0.0,9.6
4/8/2025 01:00:00 AM,26.7,76.0,30.4,0.0,7.9
4/8/2025 02:00:00 AM,26.5,76.0,30.4,0.0,6.5
4/8/2025 03:00:00 AM,26.3,77.0,30.2,0.0,6.7
4/8/2025 04:00:00 AM,25.9,79.0,29.7,0.0,8.2
4/8/2025 05:00:00 AM,25.4,81.0,29.0,0.0,8.9
4/8/2025 06:00:00 AM,25.2,82.0,28.7,0.0,8.9
4/8/2025 07:00:00 AM,26.4,78.0,30.2,0.0,8.2
4/8/2025 08:00:00 AM,28.3,69.0,32.3,0.0,6.2
4/8/2025 09:00:00 AM,30.5,59.0,34.2,0.0,7.0
4/8/2025 10:00:00 AM,32.5,51.0,36.6,0.0,8.9
4/8/2025 11:00:00 AM,33.6,47.0,37.8,0.0,8.9
4/8/2025 12:00:00 PM,34.2,46.0,39.0,0.1,8.2
4/8/2025 01:00:00 PM,35.5,43.0,41.0,0.0,7.5
4/8/2025 02:00:00 PM,36.0,41.0,40.9,0.0,6.8
4/8/2025 03:00:00 PM,34.2,46.0,38.4,0.3,6.9
4/8/2025 04:00:00 PM,31.7,56.0,34.5,0.4,13.7
4/8/2025 05:00:00 PM,29.8,62.0,33.0,0.4,10.2
4/8/2025 06:00:00 PM,28.7,68.0,33.2,0.2,4.3
4/8/2025 07:00:00 PM,28.6,70.0,33.1,0.0,4.5
4/8/2025 08:00:00 PM,28.5,72.0,33.6,0.0,2.5
4/8/2025 09:00:00 PM,29.0,66.0,33.3,0.0,4.8
4/8/2025 10:00:00 PM,28.8,69.0,33.4,0.0,3.3
4/8/2025 11:00:00 PM,28.3,72.0,33.3,0.0,2.8
4/9/2025 12:00:00 AM,27.7,75.0,33.0,0.0,0.9
4/9/2025 01:00:00 AM,27.5,76.0,32.4,0.0,3.7
4/9/2025 02:00:00 AM,27.1,78.0,31.7,0.0,5.5
4/9/2025 03:00:00 AM,26.5,79.0,30.7,0.0,6.9
4/9/2025 04:00:00 AM,26.0,81.0,30.2,0.0,6.7
4/9/2025 05:00:00 AM,25.6,83.0,30.0,0.0,5.3
4/9/2025 06:00:00 AM,25.5,84.0,30.0,0.0,4.6
4/9/2025 07:00:00 AM,26.8,77.0,31.4,0.0,3.0
4/9/2025 08:00:00 AM,28.6,67.0,33.1,0.0,1.5
4/9/2025 09:00:00 AM,30.7,58.0,34.6,0.0,4.8
4/9/2025 10:00:00 AM,32.6,50.0,37.1,0.0,6.2
4/9/2025 11:00:00 AM,34.2,46.0,39.4,0.0,7.4
4/9/2025 12:00:00 PM,35.0,43.0,40.1,0.0,8.0
4/9/2025 01:00:00 PM,35.4,41.0,40.7,0.0,6.5
4/9/2025 02:00:00 PM,35.1,42.0,39.7,0.1,5.4
4/9/2025 03:00:00 PM,35.2,42.0,39.1,0.1,7.5
4/9/2025 04:00:00 PM,35.1,43.0,38.1,0.0,7.3
4/9/2025 05:00:00 PM,34.2,43.0,36.5,0.0,10.1
4/9/2025 06:00:00 PM,32.8,44.0,34.8,0.0,9.3
4/9/2025 07:00:00 PM,31.4,49.0,33.9,0.0,7.1
4/9/2025 08:00:00 PM,29.0,66.0,31.9,0.0,13.9
4/9/2025 09:00:00 PM,27.7,75.0,31.5,0.0,10.9
4/9/2025 10:00:00 PM,27.6,77.0,32.1,0.0,7.4
4/9/2025 11:00:00 PM,27.6,78.0,32.1,0.0,8.2
4/10/2025 12:00:00 AM,27.2,79.0,31.7,0.0,7.7
4/10/2025 01:00:00 AM,26.9,80.0,31.2,0.0,8.8
4/10/2025 02:00:00 AM,26.3,84.0,30.7,0.0,9.1
4/10/2025 03:00:00 AM,26.0,85.0,30.2,0.0,9.4
4/10/2025 04:00:00 AM,25.6,86.0,29.8,0.0,9.4
4/10/2025 05:00:00 AM,25.2,87.0,29.5,0.0,7.9
